review_content,simplified_review
本身是粉餅控，對於HEME的東西也買過不少，都算是好用的，而且買過2塊腮紅，CP值很高，所以看到新品加上有推薦的影片，所以就衝去買了，一塊粉餅+粉盒及粉撲，特價299$，對於開價粉餅來說算一般價格偏低。買回來之後隔天馬上上臉，上妝順序隔離霜->粉餅，不得不說這一塊粉餅是我用過最難用的粉餅，粉質不算細，容易飛粉，上妝後不管是用粉撲(乾跟濕都用過)還是用刷具(扎實及鬆散刷)都非常不貼妝，明明可能膚質素顏時不錯，上完這塊粉餅，膚質好像降低了2階，膚質粗糙不貼妝，像一層面具戴在臉上。最近需要戴上口罩，沒戴多久的口罩，口罩上一大推粉，大概有70%的粉都在臉上。本來想給一顆星，但價格便宜，再加一顆。,本身是粉餅控，對於HEME的東西也買過不少，都算是好用的，而且買過2塊腮紅，CP值很高，所以看到新品加上有推薦的影片，所以就衝去買了，一塊粉餅+粉盒及粉撲，特價299$，對於開價粉餅來說算一般價格偏低。買回來之後隔天馬上上臉，上妝順序隔離霜->粉餅，不得不說這一塊粉餅是我用過最難用的粉餅，粉質不算細，容易飛粉，上妝後不管是用粉撲(乾跟濕都用過)還是用刷具(扎實及鬆散刷)都非常不貼妝，明明可能膚質素顏時不錯，上完這塊粉餅，膚質好像降低了2階，膚質粗糙不貼妝，像一層面具戴在臉上。最近需要戴上口罩，沒戴多久的口罩，口罩上一大推粉，大概有70%的粉都在臉上。本來想給一顆星，但價格便宜，再加一顆。
"youtuber推薦所以買的,顏色偏黃,粉餔很難用,聞起來很糟,卸妝要卸得很徹底,我用卸妝凝露加眼唇卸妝液還是會長痘痘,粉質蠻細的,但有點像蜜粉,騎一下機車就要補妝了",",顏色偏黃,粉餔很難用,聞起來很糟,卸妝要卸得很徹底,我用卸妝凝露加眼唇卸妝液還是會長痘痘,粉質蠻細的,但有點像蜜粉,騎一下機車就要補妝了"
這盒蜜粉的設計很適合隨身攜帶而且用了妝感很薄透不會有悶熱感喔顯得氣色很好整個人看起來很有精神呢還有防曬功效耶大推~~,設計很適合隨身攜帶而且用了妝感很薄透不會有悶熱感喔顯得氣色很好整個人看起來很有精神呢還有防曬功效耶大推
難用到難以置信。上週在松本清找妝前 結果看到它竟然在特價才 199!!!腦波一弱就買了買回來在網路上才看到大家的評價不一首先是壓頭 有些人覺得它會爆衝很難用的確我在那試用的時候 那罐試用的的確超難壓下去 難壓到我原本要試其他色號 壓不出來只好放棄拿起另一個色號結果一壓下去粉底液就爆衝噴到整個手背都是但貪小便宜還是帶了一個看起來合適的色號回家還好拿到的這罐壓頭還算正常 只是每次出來的量不固定而且我剛拿到壓出來的前兩下竟然是有油析出跟粉底分開的 ==第三下看起來是正常的但是上臉之後 極!!! 顯!!! 紋!!! 路!!!我已經算是臉上基本沒有甚麼紋路的人了 平常湊近鏡子看基本上是沒有細紋的 只有一堆粉刺顆粒((畢竟是混和油肌結果一擦上去 連我臉頰上的細紋都跑出來 粉刺也全部跑出來見人遮瑕度可以說是沒有妝感很薄透沒錯 但不太服貼 也超不持妝我想不到有誰會能用它XD,評價不一首先是壓頭 有些人覺得它會爆衝很難用的確我在那試用的時候 那罐試用的的確超難壓下去 難壓到我原本要試其他色號 壓不出來只好放棄拿起另一個色號結果一壓下去粉底液就爆衝噴到整個手背都是但貪小便宜還是帶了一個看起來合適的色號回家還好拿到的這罐壓頭還算正常 只是每次出來的量不固定而且我剛拿到壓出來的前兩下竟然是有油析出跟粉底分開的 ==第三下看起來是正常的但是上臉之後 極 顯 紋 路我已經算是臉上基本沒有甚麼紋路的人了 平常湊近鏡子看基本上是沒有細紋的 只有一堆粉刺顆粒((畢竟是混和油肌結果一擦上去 連我臉頰上的細紋都跑出來 粉刺也全部跑出來見人遮瑕度可以說是沒有妝感很薄透沒錯 但不太服貼 也超不持妝我想不到有誰會能用它XD
Heme是台灣製造的開架彩妝品牌輕透柔光粉底液SPF50+★★★有防曬，有四種顏色選擇保濕、潤澤、服貼、好推勻沒有珠光，可以呈現自然妝容約8成的遮瑕，微霧感底妝很美麗,開架彩妝品牌輕透柔光粉底液SPF50+★★★有防曬
第一次用粉底液就選擇Heme的輕透柔光粉底液他有SPF50+的防曬而且主打保濕水潤裡面有添加多重保濕因子跟5a酪梨油因為我是乾肌又是第一次接觸粉底液 所以就選擇了這款一用驚艷質地很好推開一點點的量就可以使用整臉我上妝一整天完全沒有斑駁脫妝 整個妝非常服貼臉部出油後是水光肌的妝感 超喜歡但遮瑕力比較差 會另外在用遮瑕蓋著我的一些暗沈ㄉ地方唯一缺點就是瓶身的壓頭有點難壓  按太大力可能會噴ㄉ到處都是 但小心一點還是可以接受的??總而言之就是一個字 非常滿意會在回購！,輕透柔光粉底液他有SPF50+的防曬而且主打保濕水潤裡面有添加多重保濕因子跟5a酪梨油因為我是乾肌又是第一次接觸粉底液 所以就選擇了這款一用驚艷質地很好推開一點點的量就可以使用整臉我上妝一整天完全沒有斑駁脫妝 整個妝非常服貼臉部出油後是水光肌的妝感 超喜歡但遮瑕力比較差 會另外在用遮瑕蓋著我的一些暗沈ㄉ地方唯一缺點就是瓶身的壓頭有點難壓  按太大力可能會噴ㄉ到處都是 但小心一點還是可以接受的總而言之就是一個字 非常滿意會在回購！
我用的色號是 #01這款按壓設計真的很有問題按小力就一點點，按大力就會噴很遠，用量很難控制...妝感自然薄透，持妝度還可以，出油後按壓油光即可遮瑕度也還可以，均勻膚色,色號是 #01這款按壓設計真的很有問題按小力就一點點
好久以前買的~好像是我第一支潤色防曬是粉紅色那一瓶(奇怪我竟然沒有看到藍色的?)當時很喜歡用HEME的晚安凍膜有喜歡SHE所以不怎麼考慮就買了慕斯狀的算是很好推開潤色效果很明顯不過沒什麼遮瑕度防曬不予置評因為第一次用就明顯的感覺到很油~~~~~~而且還暴痘!!!馬上把她丟在一旁直到快過期了再把他找出來擦脖子很容易沾到衣服顏色又不好洗掉絕對不會回購了~,~好像是我第一支潤色防曬是粉紅色那一瓶當時很喜歡用HEME的晚安凍膜有喜歡SHE所以不怎麼考慮就買了慕斯狀的算是很好推開潤色效果很明顯不過沒什麼遮瑕度防曬不予置評因為第一次用就明顯的感覺到很油而且還暴痘馬上把她丟在一旁直到快過期了再把他找出來擦脖子很容易沾到衣服顏色又不好洗掉絕對不會回購了~
"雖然沒有用過太多heme的產品但試用後的感覺都是...不適合我><(除了BB霜以外)其實推出這款防曬的時候還是會想試試看(不死心)不過一直都沒有動力去買後來不小心拿到了小容量的sample雖然只有5g但也夠用好幾次了這款防曬有分成適合偏白膚色的明亮色(藍色)以及自然色的粉紅瓶(所以表示這款防曬是有潤色效果的)我拿到的是粉紅瓶身的自然膚色5g的容量看起來非常可愛很方便隨身攜帶打開蓋子可以聞到一股很香的味道防曬乳的質地是有點慕斯般的霜狀擁有很好的延展性很輕易就能推開及推勻使用在臉上後馬上就令我很失望不知道是不是太保濕了因為擦上去就能感覺到一點都不清爽等到肌膚吸收後還是有黏膩感不用等到下午就要吸油面紙出動了根本不適合容易出油的人在夏天使用><(油性肌膚可以不用考慮了)而毛孔的修飾跟潤色效果也幾乎看不出來還好當初沒有去買正品(只有25g卻要將近300元>""唯一慶幸的是沒有讓我亂長痘痘或粉刺(我想","產品但試用後的感覺都是不適合我><其實推出這款防曬的時候還是會想試試看不過一直都沒有動力去買後來不小心拿到了小容量的sample雖然只有5g但也夠用好幾次了這款防曬有分成適合偏白膚色的明亮色以及自然色的粉紅瓶我拿到的是粉紅瓶身的自然膚色5g的容量看起來非常可愛很方便隨身攜帶打開蓋子可以聞到一股很香的味道防曬乳的質地是有點慕斯般的霜狀擁有很好的延展性很輕易就能推開及推勻使用在臉上後馬上就令我很失望不知道是不是太保濕了因為擦上去就能感覺到一點都不清爽等到肌膚吸收後還是有黏膩感不用等到下午就要吸油面紙出動了根本不適合容易出油的人在夏天使用><而毛孔的修飾跟潤色效果也幾乎看不出來還好當初沒有去買正品(只有25g卻要將近300元>""唯一慶幸的是沒有讓我亂長痘痘或粉刺(我想"
小屈買的~ (藍色明亮色)使用後心得: 1.不好推~ 很黏膩。2.潤色及修飾毛孔效果差，而且很悶。3.一點也不清爽，很油。4.高防曬系數，防曬效果不顯著。(可能是因為肌膚出油，感覺暗沉...)5.唯一的優點是味道還可以接受。 也許不適合混合及油性肌膚在夏天使用吧~ 頗讓人失望的產品~,~ 使用後心得: 1.不好推~ 很黏膩，效果差，而且很悶。，使用後心得: 1.不好推~ 很黏膩。
我使用的是自然色對於我毛孔粗油量多的男生來講非常不OK想說出門前什麼都別擦只擦這瓶 看會不會清爽一點結果出油量還是一樣恐怖每個人看到都說你臉怎麼油成這樣那種感覺好像隔離霜之下蓋覆著一層油還是有蜜粉的防曬比較適合我這種大油肌..,是自然色對於我毛孔粗油量多的男生來講非常不OK想說出門前什麼都別擦只擦這瓶 看會不會清爽一點結果出油量還是一樣恐怖每個人看到都說你臉怎麼油成這樣那種感覺好像隔離霜之下蓋覆著一層油還是有蜜粉的防曬比較適合我這種大油肌
防曬係數滿高的...沒啥遮瑕力~但毛孔的話還OK囉擦完有點小油，會上點粉餅或密粉~有當妝前乳的FU~原價滿貴的~只有特價時才會考慮購入:D,沒啥遮瑕力~但毛孔的話還OK囉擦完有點小油
在小屈用１００塊購入：Ｐ１００塊的話我覺得是物超所值的商品，原價就太太太貴啦潤色方面有一點點，不是很明顯，但偶而氣色不好時會有泛白的感覺遮瑕也一點點，毛孔還ＯＫ，痘疤之類的還是要用遮瑕膏（不過要求妝前乳遮痘疤也有點過分，所以這部份還好）防曬不清楚，但以這款商品的黏稠度來說應該很難擦到足量，沒擦足量就不可能有上面標示的係數，如果在乎防曬還是要先擦防曬乳油肌用的話夏天太悶了，被歸類為冬天與冷氣房產品......唉呀，這真的是款微妙的商品啦，好像要什麼都有一點又不太完全...All in one也不是這樣弄的吧如果還有一百元的特價我還會買，原價就免了吧～,話我覺得是物超所值的商品
其實是買錯的，而且心得還打錯地方，PO上來之後發現PO錯了，於是又移到這裡了。不過這是我用的防曬霜以來最讓我喜歡的一瓶。我買的是清透型的防曬乳。果然名副其實，清透到讓我開心的地步。由於我是屬於痘痘肌，只要臉上太油膩就會使我的肌膚冒出痘痘，所以每次選擇防曬霜的時候都比較謹慎一點。所以他的清爽讓我很開心。擦上去的時候，發現他不會讓幾乎變白，所以不必擔心塗不均勻的時候。這一點也讓我很開心。總而言之，這一瓶便宜又好用。讚!,防曬霜以來最讓我喜歡的一瓶
這一瓶入秋涼涼的天氣使用起來還不錯炎熱夏天會容易出油比較不好推勻加點防曬乳液(液狀)融和在一起擦會比較好推開,天氣使用起來還不錯炎熱夏天會容易出油比較不好推勻加點防曬乳液融和在一起擦會比較好推開
我買的是粉紅色瓶身的自然色當初會買這條防曬乳 也就是看上了它的高係數 spf40  pa+++不同於一般的防曬乳 它是膚色的 所有就有潤色的效果但遮瑕力就很普通囉有股香味但不明顥 質地就如同一般的乳液 只是比較偏稠推開後有點小黏  若沒有上妝的話 過一會 臉就會覺得油油的不太舒服  可能不太適合我用吧,是粉紅色瓶身的自然色當初會買這條防曬乳 也就是看上了它的高係數 spf40  pa+++不同於一般的防曬乳 它是膚色的 所有就有潤色的效果但遮瑕力就很普通囉有股香味但不明顥 質地就如同一般的乳液 只是比較偏稠推開後有點小黏  若沒有上妝的話 過一會 臉就會覺得油油的不太舒服  可能不太適合我用吧
"本來看到雜誌上彩妝師推薦~心動之下就買來用!!用了隻後好像沒有他們說的那麼潤色 保濕..甚至擦上去還覺得油油的>""<真是讓我有點失望....至於防曬係數40...就見仁見智吧!應該不會再買來使用了..""","那麼潤色 保濕甚至擦上去還覺得油油的>""<真是讓我有點失望至於防曬係數40就見仁見智吧!應該不會再買來使用了"""
「防曬+妝前乳一瓶搞定」，其實它就是一款潤色防曬乳依潤色效果的差異，又分做自然色(粉紅管)與明亮色(藍管)兩款給的贈品容量為5g，如果想想正品也只有25g，其實也還真不算少(其實我想說的是...這正品也太小條了吧= =)在夏末秋初時就獲得這個贈品，便也拆開使用了累積了一些心得，故意留著一些冬天體驗果然，使用感明顯因著肌膚狀態的改變(中性肌→中乾肌)而迥異看到軟管包裝，不難想見這款防曬並非搖搖瓶而是接近粉底液或BB霜般的乳霜質地(我的LUNASOL粉霜都還比它水哩)延展性中下，夏秋季節使用憑著肌膚上還有些油脂尚不難推，但到了冬天呀，在我偏乾肌膚上頭實在有難推勻的問題特別是脫皮處、乾燥處，甚至讓肌膚紋理更明顯了...它不是一般透明色的防曬乳，這款防曬乳明顯帶有潤色性塗抹在肌膚上，肌膚會略微明亮顯白真的只是略微，潤色效果不是很明顯如果再期望它有遮瑕的效果，那麼結果可能會讓你失望雖然它讓肌膚稍顯明亮，但遮瑕力大概只有三、四成不到對於不是很明顯的毛孔勉強可行，但對於肌膚斑點就完全不夠力這款防曬就夏秋使用的感受來說，其實滿合我的膚質使用沒有我害怕的收斂清爽感，雖然也不是多保濕，但肌膚觸感保持濕潤且不會油膩與底妝搭配之下的妝容也還不錯，免去一些清爽型防曬讓下午妝容顯乾的問題可是，冬天來用可就大大不同哪...這時候的肌膚油脂分泌量更少(起床只需清水沖洗)，光是要推勻、不卡粉就是個問題再者，上了防曬後的肌膚反而更突顯肌膚的乾燥當然更別談妝容了，沒什麼光澤且浮粉(只上粉底還好得多...)對我的膚質而言，適用季節為春夏或夏秋交際之時夏天使用可能略悶，冬天用又太乾燥難推實用性實在不太高，有繼續增強我省略heme櫃的效果XDDDD,「防曬+妝前乳一瓶搞定」，其實它就是一款潤色防曬乳依潤色效果的差異，又分做自然色(粉紅管)與明亮色(藍管)兩款給的贈品容量為5g，如果想想正品也只有25g，其實也還真不算少(其實我想說的是...這正品也太小條了吧= =)在夏末秋初時就獲得這個贈品，便也拆開使用了累積了一些心得，故意留著一些冬天體驗果然，使用感明顯因著肌膚狀態的改變(中性肌→中乾肌)而迥異看到軟管包裝，不難想見這款防曬並非搖搖瓶而是接近粉底液或BB霜般的乳霜質地(我的LUNASOL粉霜都還比它水哩)延展性中下，夏秋季節使用憑著肌膚上還有些油脂尚不難推，但到了冬天呀，在我偏乾肌膚上頭實在有難推勻的問題特別是脫皮處、乾燥處，甚至讓肌膚紋理更明顯了...它不是一般透明色的防曬乳，這款防曬乳明顯帶有潤色性塗抹在肌膚上，肌膚會略微明亮顯白真的只是略微，潤色效果不是很明顯如果再期望它有遮瑕的效果，那麼結果可能會讓你失望雖然它讓肌膚稍顯明亮，但遮瑕力大概只有三、四成不到對於不是很明顯的毛孔勉強可行，但對於肌膚斑點就完全不夠力這款防曬就夏秋使用的感受來說，其實滿合我的膚質使用沒有我害怕的收斂清爽感，雖然也不是多保濕，但肌膚觸感保持濕潤且不會油膩與底妝搭配之下的妝容也還不錯，免去一些清爽型防曬讓下午妝容顯乾的問題可是，冬天來用可就大大不同哪...這時候的肌膚油脂分泌量更少(起床只需清水沖洗)，光是要推勻、不卡粉就是個問題再者，上了防曬後的肌膚反而更突顯肌膚的乾燥當然更別談妝容了，沒什麼光澤且浮粉(只上粉底還好得多...)對我的膚質而言，適用季節為春夏或夏秋交際之時夏天使用可能略悶，冬天用又太乾燥難推實用性實在不太高，有繼續增強我省略heme櫃的效果XDDDD
